-6.92084610246583,107.604099044952
-6.92201767373378,107.604002485428
-6.92239044580005,107.606330642853
-6.9225502051669,107.607607374344
-6.92127195989034,107.607682943344
-6.92104846498352,107.606427202377
-6.92095260906491,107.605053911362
-6.92306143477734,107.603905925903
-6.92317859148505,107.604581842575
-6.92339160360638,107.606223354492
-6.92297622988072,107.603230009232
-6.92196442055742,107.603358755264
-6.92129343002043,107.6033694841
-6.92069699318675,107.603455314789
-6.92063308919559,107.603101263199
-6.91970648035158,107.603230009232
-6.91978103515344,107.604141960297
-6.91997274744701,107.606588134918
-6.92031340028209,107.608069181442
-6.921221208807,107.608068714294
-6.92134901662144,107.608744630966
-6.92265904472387,107.608412037048
